dsa,dbms,os,cn,oops,system_design,aptitude,web_dev,overall_accuracy,attempts,improvement_rate,learning_velocity,consistency_score,weak_topic_count,readiness_score,readiness_category
34.7,53.0,36.4,38.7,58.3,48.9,40.7,47.2,44.7,3,1.9,9.4,74.7,8,40.5,0
80.6,65.2,55.8,67.2,41.0,70.4,68.8,42.8,61.5,2,-0.7,11.0,58.5,3,71.0,1
75.1,47.2,58.3,62.6,59.5,37.8,55.4,70.8,58.3,1,-1.3,15.0,64.0,5,59.4,0
38.0,38.6,29.0,64.3,30.3,38.0,28.2,40.9,38.4,2,1.0,11.4,65.4,7,37.0,0
69.4,92.9,53.7,68.1,80.0,61.2,87.6,97.1,76.2,13,34.3,9.8,53.3,1,88.5,2
70.3,61.2,48.7,76.2,64.7,62.5,47.8,69.0,62.6,2,3.0,13.2,70.0,2,67.5,1
73.0,75.2,40.2,83.2,69.5,68.9,55.2,70.6,67.0,2,0.0,12.1,60.1,2,74.8,1
42.2,56.4,39.0,47.8,48.1,63.3,43.6,50.1,48.8,1,-2.4,13.6,76.3,7,49.2,0
83.5,82.6,90.1,72.3,71.8,70.0,89.4,100.0,82.5,5,7.2,10.4,68.3,0,94.9,2
67.5,72.6,73.6,96.9,89.4,62.8,77.6,65.1,75.7,2,0.2,12.3,64.2,0,84.2,2
12.8,20.6,24.9,15.0,23.2,26.1,25.7,27.2,21.9,1,-4.3,10.5,83.9,8,22.5,0
82.1,80.1,83.3,73.6,65.7,58.5,60.5,68.9,71.6,13,45.0,10.8,70.9,1,92.1,2
53.5,41.4,36.1,50.4,60.3,43.7,53.0,59.1,49.7,6,13.7,9.2,74.3,7,50.0,0
62.2,52.2,60.5,53.4,49.1,64.4,59.6,67.7,58.6,5,12.6,10.5,80.7,4,63.9,1
39.7,40.0,21.7,42.9,21.4,56.8,34.0,37.5,36.8,12,30.4,7.5,65.5,8,36.3,0
10.0,15.8,22.5,15.0,20.0,10.0,20.0,15.0,16.0,2,0.3,9.7,86.2,8,11.3,0
65.0,72.0,73.1,96.8,63.8,94.4,67.1,69.9,75.3,5,5.7,9.4,61.2,0,87.9,2
53.6,34.1,39.8,27.8,26.1,25.4,39.0,22.3,33.5,1,-2.1,13.1,69.0,8,34.5,0
67.8,66.4,61.2,64.6,59.8,71.4,73.1,69.3,66.7,5,7.5,9.6,86.0,1,81.6,2
28.3,44.0,50.4,28.9,70.6,34.2,36.0,36.9,41.2,1,-3.1,12.6,58.1,7,37.6,0
76.2,68.3,77.4,86.6,62.3,51.2,92.2,100.0,76.8,1,-0.8,15.0,51.9,1,82.2,2
58.4,44.1,33.7,76.3,36.0,62.3,49.4,44.3,50.6,2,0.1,11.2,57.1,6,50.5,0
57.9,51.1,62.1,78.9,54.9,45.5,61.5,64.3,59.5,1,-3.8,12.3,70.1,4,59.4,0
28.1,52.4,25.5,56.3,39.2,53.3,26.9,58.5,42.5,3,-0.2,8.3,57.5,8,32.4,0
60.9,47.0,28.8,35.7,45.5,44.9,40.2,49.1,44.0,3,3.4,9.8,71.4,7,46.6,0
52.8,54.1,72.8,70.4,65.5,68.8,59.2,64.4,63.5,4,6.9,11.0,77.7,3,71.7,1
54.9,50.1,60.8,50.3,45.3,55.5,55.5,46.9,52.4,1,-0.3,15.0,84.6,7,55.1,0
52.8,27.0,36.0,18.9,49.4,44.0,36.2,68.3,41.6,1,-0.6,14.2,53.4,7,40.2,0
82.8,59.1,78.5,71.1,59.8,80.4,82.1,98.9,76.6,4,7.3,11.4,60.8,2,83.8,2
81.0,74.7,56.4,82.3,74.8,57.5,64.6,74.3,70.7,4,10.3,12.2,70.0,2,84.9,2
30.5,43.7,37.6,33.7,50.6,44.5,25.0,39.7,38.2,1,-2.9,12.7,75.2,8,32.8,0
34.8,54.9,15.0,15.0,39.5,48.6,33.4,21.3,32.8,3,1.8,8.8,55.4,8,29.7,0
40.1,38.6,30.4,26.3,38.0,37.0,36.5,33.8,35.1,6,5.8,7.0,86.0,8,36.1,0
40.0,46.3,37.6,65.2,41.5,40.9,50.0,62.4,48.0,1,-2.1,13.9,68.5,6,48.6,0
83.8,64.4,72.6,50.5,88.6,56.7,65.4,100.0,72.8,2,0.7,12.6,49.5,2,82.2,2
40.5,46.7,78.9,45.4,46.3,56.9,50.1,49.3,51.8,2,2.8,12.8,64.3,7,51.2,0
78.1,93.1,93.8,79.8,100.0,73.6,88.0,100.0,88.3,9,17.5,9.7,69.7,0,100.0,2
51.7,55.8,20.2,51.5,50.7,46.7,57.3,57.9,49.0,1,-3.5,12.3,63.4,8,47.0,0
52.0,87.2,35.6,57.7,49.3,43.9,34.0,50.5,51.3,2,0.0,11.3,50.2,7,50.1,0
35.8,22.5,19.5,41.6,38.4,46.9,20.3,46.8,34.0,8,14.2,7.2,65.3,8,29.5,0
50.5,55.2,32.0,52.0,64.9,49.4,57.9,65.6,53.4,2,-1.2,10.5,68.2,6,53.9,0
86.3,62.6,65.2,56.8,70.4,81.8,48.3,80.1,68.9,3,0.7,10.1,60.5,2,76.2,1
69.3,84.6,81.7,90.9,73.1,91.0,74.5,74.7,80.0,1,-0.3,15.0,75.1,0,90.3,2
64.0,85.5,53.2,46.3,51.9,60.7,94.3,77.9,66.7,15,31.2,8.2,48.1,3,72.4,1
28.0,34.1,21.5,35.9,20.0,38.8,20.0,37.9,29.5,7,19.1,8.5,75.6,8,29.8,0
26.3,26.7,41.8,55.3,46.8,29.5,45.0,50.4,40.2,4,7.0,9.5,66.2,8,34.9,0
12.4,34.6,35.0,58.5,20.0,26.2,20.0,39.0,30.7,1,-2.2,12.4,56.8,8,26.2,0
38.7,15.7,40.0,29.6,44.5,22.4,43.9,35.5,33.8,1,-4.8,10.7,68.9,8,31.2,0
46.3,15.0,41.1,31.1,36.9,40.6,32.0,49.7,36.6,3,4.1,10.1,67.6,8,33.3,0
62.7,49.4,50.6,52.7,58.7,49.6,54.0,66.6,55.5,2,0.8,11.6,80.7,6,58.9,0
62.5,69.1,48.9,61.5,38.3,61.9,67.6,55.9,58.2,4,3.1,9.2,69.3,3,63.3,1
21.6,35.6,21.7,43.5,20.0,10.0,24.1,15.0,23.9,4,3.6,7.9,67.6,8,22.3,0
69.8,88.3,50.0,73.2,62.2,31.4,72.3,86.0,66.6,7,18.5,10.4,43.8,2,72.5,1
72.4,67.7,83.0,61.0,84.6,42.6,55.2,59.9,65.8,2,0.9,12.4,57.6,3,70.4,1
50.7,47.9,30.5,47.8,40.5,49.6,48.3,39.2,44.3,3,2.6,9.9,79.1,8,47.6,0
89.6,88.0,85.1,86.2,73.7,76.0,81.2,76.9,82.1,6,13.0,10.5,82.0,0,99.1,2
60.1,68.8,53.8,55.3,94.0,80.2,67.9,68.6,68.6,3,5.7,12.5,60.0,2,75.8,1
28.7,43.2,47.4,36.4,42.0,27.6,27.3,15.0,33.4,7,12.3,7.7,67.9,8,33.7,0
81.6,74.2,79.4,75.5,77.3,63.9,64.9,79.0,74.5,1,-2.6,14.1,80.1,0,89.7,2
33.3,41.7,65.1,38.4,45.0,35.8,62.2,61.8,47.9,5,10.9,9.9,61.0,5,45.9,0
60.8,72.4,54.2,21.2,79.4,79.1,77.6,54.7,62.4,10,32.1,10.6,40.9,3,69.6,1
57.3,91.0,67.5,84.9,79.7,49.0,74.6,65.6,71.2,2,-0.6,11.5,57.7,2,78.3,2
46.4,78.5,57.4,64.9,70.5,74.6,81.3,52.8,65.8,2,0.7,12.3,62.2,3,71.2,1
28.9,24.0,22.0,17.6,31.0,24.5,31.1,21.9,25.1,1,-2.1,12.8,85.6,8,20.0,0
53.0,71.4,45.3,57.8,50.2,61.5,46.2,37.5,52.9,4,3.1,8.4,68.3,6,59.5,0
46.6,53.9,55.2,43.8,29.0,42.6,25.2,51.7,43.5,3,4.7,10.7,66.7,8,41.1,0
40.0,37.2,24.8,19.9,42.0,29.7,21.2,55.6,33.8,1,-3.7,11.4,63.5,8,27.8,0
46.1,32.7,37.1,39.4,24.0,18.1,36.8,27.9,32.8,5,10.0,8.8,72.9,8,32.7,0
36.0,49.8,30.6,43.3,38.4,66.7,49.5,51.4,45.7,7,12.7,7.9,66.3,7,46.6,0
77.9,48.9,34.2,39.8,59.8,55.2,33.7,56.2,50.7,9,26.6,9.4,55.4,7,57.3,0
60.9,66.1,60.6,55.1,76.3,65.1,65.2,39.4,61.1,3,0.8,9.9,68.1,2,71.5,1
38.7,41.5,38.9,29.9,25.6,40.3,63.1,25.3,37.9,3,0.6,8.7,63.7,7,42.5,0
43.5,64.1,60.3,62.7,43.0,37.2,51.8,76.9,54.9,8,15.7,8.4,60.0,4,62.5,1
46.9,51.6,26.3,26.2,47.4,45.6,55.1,35.1,41.8,2,-0.4,10.4,66.6,8,41.8,0
47.9,51.1,77.5,42.2,34.4,45.0,55.5,57.2,51.4,4,3.7,8.9,61.5,7,49.1,0
48.4,34.1,28.2,52.0,64.0,44.9,55.5,53.8,47.6,4,1.0,7.8,65.0,7,44.3,0
69.9,73.3,74.1,90.7,73.7,76.9,64.6,46.4,71.2,2,1.1,12.8,62.6,1,82.0,2
42.9,39.3,42.8,49.0,60.3,44.8,30.0,38.0,43.4,1,-2.1,13.5,73.6,7,45.3,0
72.2,65.8,61.7,77.6,63.1,62.9,78.8,78.7,70.1,1,-0.6,15.0,77.4,0,81.8,2
47.9,53.2,51.3,55.6,47.1,67.7,57.0,42.3,52.8,2,2.4,12.7,76.9,7,55.0,0
47.2,41.8,60.4,65.0,62.9,35.1,53.4,47.9,51.7,3,1.5,9.6,68.2,5,54.5,0
22.7,15.0,22.5,39.6,20.0,10.0,20.0,15.0,20.6,7,14.3,6.8,73.6,8,19.1,0
51.3,59.3,52.3,50.0,42.8,37.8,52.0,45.0,48.8,2,-0.9,10.8,80.0,8,49.9,0
68.9,65.5,67.8,64.6,70.2,59.4,59.2,57.9,64.2,2,-0.4,11.5,85.7,3,74.6,1
36.7,48.8,32.0,51.2,32.0,52.1,42.7,25.6,40.1,3,2.7,10.0,70.0,8,40.6,0
68.5,80.0,70.6,80.1,88.5,55.3,77.6,87.5,76.0,1,-1.7,15.0,67.3,1,86.3,2
50.3,58.7,69.3,66.8,67.2,100.0,73.2,48.3,66.7,1,-0.6,15.0,51.6,3,68.1,1
93.4,75.5,42.9,63.6,62.5,65.9,75.4,68.8,68.5,1,-4.6,12.5,57.1,1,81.3,2
55.9,55.9,41.3,41.5,51.4,37.5,41.5,31.2,44.5,2,-0.8,10.1,73.2,8,43.9,0
63.9,55.1,54.7,89.1,68.8,32.6,58.7,69.9,61.6,1,-1.7,14.4,51.7,4,64.1,1
48.9,46.3,40.2,30.6,23.9,10.0,20.9,15.0,29.5,1,-0.4,14.0,56.6,8,25.4,0
52.8,45.8,46.3,20.6,66.9,14.1,35.6,34.8,39.6,6,9.4,8.1,48.7,7,39.4,0
70.2,63.5,77.1,66.6,95.0,83.6,74.1,55.8,73.2,1,-0.9,15.0,63.4,1,83.4,2
37.6,44.5,31.2,36.0,37.0,46.8,40.6,15.0,36.1,1,-3.9,11.3,70.5,8,37.5,0
75.2,58.7,66.3,57.6,69.9,52.5,58.6,65.0,63.0,11,17.4,7.4,77.7,4,69.5,1
24.0,48.1,42.6,36.2,48.3,14.1,25.4,35.9,34.3,4,7.5,9.5,63.3,8,35.8,0
13.8,34.6,15.0,34.7,20.0,21.3,20.0,31.7,23.9,1,-4.4,10.6,74.4,8,18.3,0
74.2,66.4,72.2,75.6,72.4,81.6,61.0,78.7,72.8,1,-0.9,15.0,80.3,0,82.5,2
50.3,75.2,71.4,61.4,50.9,44.1,46.7,58.8,57.4,4,4.3,9.4,65.8,5,61.0,1
10.0,22.5,39.3,41.3,20.0,10.6,54.3,21.6,27.4,3,2.8,9.0,52.6,8,19.8,0
12.3,15.0,29.2,15.0,29.2,19.3,20.0,31.6,21.4,1,-0.3,14.3,77.5,8,20.1,0
54.7,69.2,62.1,55.7,60.7,48.0,58.9,52.4,57.7,1,-1.9,14.3,80.5,5,57.4,0
68.2,72.3,77.9,73.1,51.8,70.6,68.0,80.8,70.3,10,30.6,10.4,73.9,1,83.1,2
42.2,57.1,28.5,46.6,45.3,10.0,55.7,37.6,40.4,3,1.4,9.1,54.0,8,38.0,0
91.0,58.0,72.0,58.3,64.7,62.0,72.4,65.3,68.0,3,5.5,12.1,67.7,2,78.3,2
57.7,58.5,36.3,53.7,74.5,43.9,65.3,67.8,57.2,2,0.5,11.9,62.4,5,55.8,0
53.9,48.0,61.2,40.9,62.7,37.7,52.9,79.0,54.5,1,-1.8,14.0,60.4,5,56.3,0
44.6,75.3,59.0,76.9,55.9,67.7,68.0,51.8,62.4,2,2.7,13.4,65.7,4,64.0,1
36.7,46.1,37.2,15.4,50.8,15.1,40.5,23.3,33.1,9,26.7,9.0,59.2,8,34.6,0
56.2,55.9,45.7,36.6,58.0,49.1,46.6,49.6,49.7,1,-2.6,13.4,78.9,8,46.6,0
26.5,47.1,43.3,50.3,41.4,45.3,34.2,34.7,40.3,15,45.0,8.5,76.3,8,39.1,0
41.4,41.3,55.9,60.7,47.9,55.1,53.9,61.3,52.2,1,-4.4,11.8,76.4,6,52.1,0
52.7,56.8,56.4,27.8,35.9,51.8,41.9,49.7,46.6,2,-1.1,10.3,68.7,8,46.4,0
26.1,43.4,49.6,43.5,21.2,37.4,34.5,20.3,34.5,1,-1.7,13.3,67.1,8,29.2,0
60.0,87.4,61.5,63.9,43.3,64.7,51.4,70.2,62.8,4,7.6,10.8,61.1,2,73.2,1
87.0,86.1,59.2,86.0,80.9,59.3,67.5,100.0,78.2,3,4.8,12.5,56.0,2,81.5,2
87.3,70.8,78.1,64.0,42.6,75.2,51.1,53.2,65.3,4,8.0,11.0,54.2,3,74.0,1
56.0,65.0,40.9,64.8,50.4,35.8,58.8,62.7,54.3,3,3.8,11.0,66.9,5,60.6,1
82.2,54.3,55.6,67.3,67.8,59.5,45.7,34.6,58.4,2,0.4,11.9,56.4,5,64.6,1
50.6,88.4,67.2,79.6,89.2,56.5,95.1,69.3,74.5,5,8.0,10.2,51.5,2,80.9,2
80.7,78.7,77.7,81.0,67.6,46.2,100.0,82.0,76.7,1,-1.6,15.0,54.4,1,85.1,2
49.2,52.4,38.2,53.1,59.8,39.6,62.8,51.8,50.9,3,5.4,11.4,74.2,7,49.8,0
42.8,49.1,33.8,49.5,46.5,42.3,46.0,51.0,45.1,1,-1.6,14.1,83.5,8,42.6,0
66.3,58.8,58.0,62.0,53.6,71.6,54.5,49.2,59.2,2,0.8,12.0,78.3,5,62.7,1
36.5,35.6,30.5,52.0,41.3,60.6,42.3,55.0,44.2,6,13.2,8.9,68.4,7,43.4,0
10.2,38.8,51.9,62.6,28.6,29.2,40.5,30.6,36.6,1,-1.0,14.0,52.2,7,28.8,0
46.6,65.4,58.4,72.5,65.1,39.0,69.7,50.7,58.4,10,15.8,7.9,64.3,4,66.1,1
70.7,61.0,49.3,67.2,63.0,37.0,49.9,61.5,57.4,8,10.8,7.8,66.6,3,64.0,1
17.5,44.4,58.3,55.3,49.3,44.1,35.3,49.0,44.2,2,-2.3,9.1,61.4,8,37.2,0
55.3,48.7,52.5,53.1,60.6,51.4,52.1,53.5,53.4,1,-2.0,13.6,89.6,7,52.9,0
56.8,50.5,88.0,42.4,49.8,40.9,32.5,49.4,51.3,6,12.1,9.3,50.4,7,52.4,0
35.8,31.3,15.8,30.6,35.7,17.5,26.9,59.9,31.7,8,19.9,8.5,59.1,8,25.4,0
59.4,62.5,62.6,84.6,68.8,67.8,66.6,59.6,66.5,1,-3.8,12.7,75.6,2,73.3,1
56.6,43.6,56.6,42.4,49.1,27.9,47.9,30.3,44.3,9,21.8,8.8,67.8,8,46.3,0
59.0,64.8,72.5,80.0,80.5,58.9,71.5,79.9,70.9,9,23.5,10.1,72.7,2,79.5,2
71.4,62.7,65.7,57.6,80.2,69.8,83.3,68.9,70.0,3,2.7,11.1,74.5,1,82.1,2
61.3,78.3,88.8,90.9,85.3,38.7,75.9,73.6,74.1,6,11.6,10.1,48.6,1,79.4,2
49.0,61.7,53.2,42.6,48.4,55.4,42.8,58.2,51.4,3,4.2,10.6,79.2,7,51.5,0
76.9,73.7,48.1,70.0,57.8,95.0,67.4,65.8,69.3,3,2.9,11.1,58.7,2,80.3,2
59.2,68.1,46.7,55.0,55.9,52.7,55.3,53.9,55.8,2,0.4,11.7,81.8,7,58.8,0
66.7,59.7,45.3,66.5,54.7,52.5,52.0,44.5,55.2,1,-3.0,13.4,74.4,6,61.1,1
35.8,47.4,43.4,48.2,52.5,40.2,42.3,38.4,43.5,5,11.6,9.8,83.4,8,39.0,0
50.2,70.5,62.6,63.9,66.6,48.6,40.1,54.2,57.1,1,-3.5,12.5,68.7,4,59.6,0
59.9,72.9,57.8,71.6,78.6,45.8,60.5,55.7,62.8,4,7.3,10.7,67.9,4,66.9,1
79.0,93.2,78.1,84.9,91.6,57.8,79.3,61.9,78.2,7,16.8,10.8,61.9,1,89.1,2
46.1,54.0,43.9,65.0,46.7,44.8,58.8,63.7,52.9,1,-4.8,11.6,73.9,6,52.1,0
66.4,72.2,79.8,80.2,85.8,65.9,88.1,79.5,77.2,2,-1.7,11.1,75.1,0,87.2,2
44.2,63.1,72.2,53.0,62.2,37.4,61.0,66.1,57.4,4,3.4,9.1,65.0,3,58.6,0
43.8,58.3,63.2,58.1,56.2,38.3,66.2,52.9,54.6,1,-1.0,15.0,71.8,6,50.6,0
37.5,21.5,65.5,67.7,55.1,34.9,48.7,46.2,47.1,7,6.3,6.7,53.0,6,44.1,0
50.3,48.9,37.1,53.9,41.2,19.7,34.5,46.4,41.5,2,2.3,12.2,66.9,8,37.0,0
62.1,71.0,42.4,65.1,40.2,62.3,67.3,66.5,59.6,4,4.1,9.4,65.1,2,67.6,1
43.0,59.8,67.6,48.3,48.7,10.0,63.1,65.6,50.8,1,-1.9,14.3,43.8,5,49.1,0
38.4,38.4,42.9,21.9,43.2,22.4,43.2,27.0,34.7,1,-1.4,14.0,72.0,8,32.4,0
58.2,47.7,43.3,47.4,49.3,64.4,54.0,71.0,54.4,1,-4.8,11.3,71.5,6,57.9,0
77.7,61.0,82.4,75.8,72.5,70.8,88.1,67.8,74.5,1,-1.0,15.0,74.6,0,85.7,2
61.7,75.5,58.4,73.7,86.4,72.7,83.7,58.6,71.3,3,2.6,11.4,67.5,2,84.1,2
47.9,15.0,15.0,35.6,26.8,17.1,30.3,15.0,25.3,4,4.0,7.6,63.7,8,24.3,0
24.1,20.7,29.0,49.2,20.0,14.8,20.0,35.8,26.7,1,-1.5,13.1,66.7,8,23.8,0
16.1,19.3,36.8,47.4,57.1,42.4,43.0,48.5,38.8,1,-2.3,12.6,57.2,8,28.2,0
68.3,53.0,82.4,58.4,54.4,51.1,51.4,58.5,59.7,3,4.2,11.5,67.8,6,60.6,1
48.3,39.7,60.3,57.6,45.2,32.5,56.5,28.5,46.1,6,5.8,7.4,64.5,7,48.4,0
10.0,32.8,33.1,20.7,28.1,30.5,24.9,35.4,26.9,4,5.2,8.1,75.0,8,20.7,0
42.1,37.1,57.1,19.1,37.0,10.0,31.6,26.1,32.5,1,-3.7,11.9,56.7,8,28.6,0
51.6,29.4,46.7,41.0,55.0,31.7,50.4,48.0,44.2,8,14.3,7.5,71.9,8,40.6,0
60.1,72.1,58.3,79.5,61.4,48.8,45.8,51.7,59.7,9,28.0,10.5,65.6,4,69.6,1
25.6,53.2,61.6,47.3,41.6,40.7,67.2,45.5,47.8,2,1.9,12.3,61.1,6,42.6,0
26.1,15.0,34.5,36.4,28.9,13.1,44.1,27.2,28.2,4,8.3,9.2,68.6,8,27.1,0
56.6,61.7,49.6,42.0,20.8,49.4,48.3,53.7,47.8,3,2.3,9.9,62.9,7,49.5,0
54.1,62.9,46.4,70.5,66.8,69.9,51.8,62.4,60.6,10,25.5,9.3,73.4,3,69.7,1
77.9,93.5,61.7,80.1,97.8,81.9,80.9,100.0,84.2,3,3.6,12.1,62.5,0,94.8,2
90.9,62.3,73.5,83.8,41.1,52.2,74.7,84.3,70.4,12,37.3,10.0,48.4,2,83.8,2
39.9,66.9,54.0,45.2,44.2,51.6,45.1,69.8,52.1,1,-0.7,14.9,67.1,6,49.7,0
56.2,66.2,76.3,62.3,53.5,72.6,41.6,67.3,62.0,2,3.2,14.0,66.3,3,66.5,1
49.2,21.3,59.8,69.4,49.5,48.8,53.2,50.6,50.2,6,17.5,10.4,59.1,7,50.0,0
64.8,49.2,47.0,51.0,80.7,66.3,67.7,74.5,62.6,6,5.5,7.8,63.0,3,67.9,1
70.3,70.4,40.9,66.8,66.5,24.1,70.2,56.0,58.2,5,11.8,10.8,48.8,3,69.4,1
30.1,62.5,65.7,52.8,57.9,53.6,67.3,54.6,55.6,7,20.1,10.5,65.0,5,58.6,0
44.4,52.3,66.9,65.4,24.5,51.0,69.0,52.9,53.3,5,10.9,10.0,56.3,5,56.0,0
41.4,18.9,33.4,47.6,20.0,10.0,25.2,28.5,28.1,4,10.7,10.3,63.0,8,29.8,0
40.2,38.4,19.6,30.0,35.6,35.7,53.6,33.8,35.9,3,3.4,9.8,71.3,8,32.0,0
42.0,57.8,59.6,64.6,58.1,63.5,56.1,45.7,55.9,3,2.6,10.4,75.9,6,58.3,0
46.9,33.8,19.9,43.1,36.1,25.7,43.2,43.3,36.5,2,-1.3,9.5,71.3,8,34.6,0
29.4,26.3,15.0,23.4,26.3,25.5,20.0,15.0,22.6,4,6.0,8.2,83.8,8,22.3,0
38.0,45.2,42.3,63.4,33.0,51.5,62.2,44.1,47.5,2,1.9,11.9,67.4,6,46.7,0
82.1,69.4,72.6,90.8,72.2,82.5,79.4,71.1,77.5,1,-0.9,15.0,77.8,0,92.3,2
78.8,45.0,53.7,44.6,50.3,65.2,54.6,63.2,56.9,1,-2.9,13.2,65.3,5,57.7,0
21.6,51.2,40.8,52.6,25.5,49.9,22.3,40.7,38.1,9,27.8,9.1,60.6,8,36.5,0
78.1,93.9,61.0,77.5,62.9,56.6,74.8,68.0,71.6,1,-4.3,12.8,64.0,1,79.1,2
53.5,51.0,32.2,35.8,35.8,21.3,21.3,25.8,34.6,1,-1.8,13.0,63.1,8,33.7,0
75.8,76.4,61.4,64.7,42.5,25.9,73.5,66.4,60.8,3,4.4,11.7,46.6,2,68.9,1
46.2,38.0,52.2,36.8,37.1,34.4,62.6,42.1,43.7,2,0.3,11.5,71.2,7,46.1,0
30.1,15.0,32.2,34.1,59.7,41.7,37.5,18.8,33.6,2,-2.3,8.7,58.6,8,27.9,0
70.9,49.7,67.3,59.4,48.3,40.2,60.6,61.1,57.2,1,-3.2,12.9,69.1,4,61.8,1
25.2,38.6,41.9,65.6,52.7,39.1,38.3,41.8,42.9,1,-2.2,13.0,64.6,7,35.5,0
49.2,50.0,57.5,42.2,49.4,47.7,63.4,38.4,49.7,6,5.2,7.3,76.4,7,50.8,0
49.6,56.0,52.8,32.7,47.3,64.3,67.6,51.4,52.7,5,9.9,9.7,67.8,6,52.7,0
51.1,44.5,64.4,43.9,65.6,24.1,49.1,40.0,47.8,1,-2.3,14.0,59.9,6,43.3,0
71.0,86.6,79.8,88.6,69.2,65.6,87.0,69.5,77.2,4,9.0,11.6,71.9,0,86.8,2
49.9,69.0,73.9,46.5,49.8,50.4,64.0,47.4,56.4,4,9.8,11.1,67.5,5,59.5,0
90.9,69.0,96.2,99.5,82.9,62.0,76.5,100.0,84.6,5,12.0,11.8,56.8,0,94.9,2
59.4,26.8,45.6,47.4,50.1,54.3,27.3,53.3,45.5,3,4.8,10.8,63.6,8,46.7,0
51.6,66.7,80.0,54.1,60.3,40.0,80.1,55.2,61.0,2,3.7,14.1,58.1,4,66.0,1
68.0,81.9,73.2,93.1,62.7,74.8,70.5,55.4,72.4,4,6.8,10.8,65.5,1,87.2,2
48.5,50.2,42.3,67.6,39.8,13.8,45.1,57.2,45.6,2,1.1,11.7,53.3,7,44.4,0
42.2,44.4,47.4,39.5,28.2,23.0,43.1,51.1,39.9,1,-4.5,11.1,71.4,8,40.0,0
73.2,69.1,58.8,85.7,92.1,63.4,86.7,95.3,78.0,2,0.5,12.5,58.9,1,85.5,2
52.5,66.8,70.6,66.0,55.5,60.4,45.1,78.1,61.9,6,14.2,10.3,68.1,3,69.1,1
68.6,62.9,72.5,58.0,61.6,19.6,53.1,57.3,56.7,3,3.1,10.3,51.4,4,64.5,1
70.0,53.5,57.8,71.9,44.4,57.0,48.5,65.0,58.5,2,0.6,11.4,70.5,5,60.4,1
62.9,63.9,70.7,37.4,62.2,60.9,72.1,57.4,60.9,7,18.9,10.0,68.0,2,73.8,1
72.1,47.5,59.9,60.3,65.2,84.5,74.3,65.2,66.1,8,8.4,7.5,66.8,2,75.5,1
50.9,74.3,55.5,51.1,31.9,53.9,58.1,35.2,51.4,2,0.8,11.6,60.2,7,54.7,0
76.7,47.8,72.9,69.5,65.7,47.7,61.8,83.1,65.6,2,-0.2,11.7,61.6,2,74.8,1
52.6,83.9,76.7,64.4,88.1,57.9,90.3,82.8,74.6,4,4.4,10.6,56.9,2,78.7,2
11.6,15.0,22.4,28.0,20.0,10.0,20.0,15.0,17.8,1,-3.8,10.4,82.1,8,11.7,0
65.8,72.1,77.2,57.1,96.1,95.3,73.0,62.8,74.9,5,6.8,9.7,57.2,1,88.2,2
67.2,75.9,73.2,49.2,73.8,59.0,72.3,80.0,68.8,6,12.2,9.8,69.7,2,77.0,1
100.0,80.4,73.8,83.0,96.3,79.6,90.9,99.0,87.9,2,-0.9,12.4,70.1,0,100.0,2
60.5,56.6,75.4,85.4,69.9,73.1,64.4,49.5,66.8,1,-2.1,14.2,65.7,2,71.5,1
78.8,70.8,87.0,100.0,59.9,57.7,98.1,88.5,80.1,1,-0.2,15.0,51.5,2,83.2,2
31.7,62.3,47.5,56.3,56.1,50.9,45.4,58.5,51.1,4,9.9,11.0,71.1,7,51.0,0
74.7,79.4,73.7,72.0,98.9,74.9,67.1,60.5,75.2,2,1.7,13.4,66.6,0,88.5,2
89.1,88.3,79.1,81.8,88.7,85.4,73.6,88.0,84.2,3,5.6,12.8,83.2,0,97.3,2
30.4,51.2,31.4,46.9,38.4,48.2,29.5,46.5,40.3,2,1.3,11.4,73.2,8,33.6,0
43.2,90.0,80.9,86.2,56.4,59.1,84.5,74.5,71.8,1,-0.3,15.0,49.3,3,73.1,1
48.2,43.3,34.5,15.0,20.0,10.0,27.0,46.2,30.5,3,1.9,8.4,55.9,8,27.0,0
57.3,58.1,65.8,69.8,40.4,39.7,64.7,89.1,60.6,3,7.0,12.2,52.0,4,61.9,1
67.0,72.1,87.0,50.8,65.9,73.8,79.8,84.2,72.6,4,6.7,10.9,65.2,1,81.9,2
55.5,34.8,42.1,34.8,28.8,60.8,37.1,42.8,42.1,2,1.8,11.7,67.2,7,43.0,0
45.3,53.4,24.5,45.4,42.6,21.9,60.3,51.9,43.2,1,-4.1,11.6,59.4,7,41.4,0
70.7,63.7,62.3,60.9,57.1,30.8,48.5,60.1,56.8,6,6.2,7.8,63.4,3,62.2,1
81.7,59.5,73.2,66.6,49.8,37.4,88.0,94.8,68.9,5,8.1,9.8,41.6,3,73.5,1
19.0,44.2,54.2,39.2,27.3,20.1,35.6,36.9,34.6,6,5.4,6.6,64.0,8,29.0,0
53.4,60.5,61.4,49.9,42.6,56.1,66.3,43.4,54.2,1,-0.9,14.7,74.4,5,60.2,1
49.7,18.8,32.2,15.0,23.6,44.6,20.0,36.7,30.1,1,-4.1,10.9,61.8,8,29.0,0
67.0,81.5,75.9,85.4,79.3,41.2,76.3,100.0,75.8,3,3.3,11.7,49.4,1,78.7,2
43.4,55.8,67.3,66.7,56.9,32.5,40.0,43.8,50.8,7,9.5,7.9,61.8,6,51.8,0
